financial_year,health_board,icd10codes,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf,hospital_residents_count,hospital_residents_count_qf,hospital_residents_rates,hospital_residents_rates_qf,diagnosis_grouping
2020,NHS Forth Valley,"F50 - F59, F70 - F99",70,NA,22.88,NA,30,NA,9.81,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Forth Valley,F20 - F29,390,NA,127.48,NA,170,NA,55.57,NA,40,NA,13.07,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Grampian,F60 - F69,210,NA,35.86,NA,120,NA,20.49,NA,20,NA,3.42,NA,Disorders of Adult Personality & Behaviour
2020,NHS Grampian,F10 - F19,770,NA,131.5,NA,510,NA,87.1,NA,10,NA,1.71,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Grampian,F30 - F39,560,NA,95.64,NA,300,NA,51.23,NA,50,NA,8.54,NA,Mood Disorders
2020,NHS Grampian,F40 - F49,210,NA,35.86,NA,180,NA,30.74,NA,10,NA,1.71,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Grampian,F00 - F09 or Chapter G and second position F00,970,NA,165.66,NA,620,NA,105.88,NA,50,NA,8.54,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Grampian,"F50 - F59, F70 - F99",90,NA,15.37,NA,70,NA,11.95,NA,10,NA,1.71,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Grampian,F20 - F29,490,NA,83.68,NA,310,NA,52.94,NA,70,NA,11.95,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Greater Glasgow and Clyde,F60 - F69,620,NA,52.31,NA,290,NA,24.47,NA,40,NA,3.37,NA,Disorders of Adult Personality & Behaviour
2020,NHS Greater Glasgow and Clyde,F10 - F19,7410,NA,625.19,NA,2890,NA,243.83,NA,40,NA,3.37,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Greater Glasgow and Clyde,F30 - F39,1350,NA,113.9,NA,790,NA,66.65,NA,120,NA,10.12,NA,Mood Disorders
2020,NHS Greater Glasgow and Clyde,F40 - F49,540,NA,45.56,NA,380,NA,32.06,NA,20,NA,1.69,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,4080,NA,344.23,NA,1300,NA,109.68,NA,120,NA,10.12,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",350,NA,29.53,NA,230,NA,19.41,NA,50,NA,4.22,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Greater Glasgow and Clyde,F20 - F29,1840,NA,155.24,NA,1000,NA,84.37,NA,260,NA,21.94,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Highland,F60 - F69,50,NA,15.58,NA,40,NA,12.47,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2020,NHS Highland,F10 - F19,710,NA,221.28,NA,360,NA,112.2,NA,10,NA,3.12,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Highland,F30 - F39,200,NA,62.33,NA,140,NA,43.63,NA,20,NA,6.23,NA,Mood Disorders
2020,NHS Highland,F40 - F49,140,NA,43.63,NA,120,NA,37.4,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Highland,F00 - F09 or Chapter G and second position F00,500,NA,155.83,NA,270,NA,84.15,NA,20,NA,6.23,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Highland,"F50 - F59, F70 - F99",70,NA,21.82,NA,40,NA,12.47,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Highland,F20 - F29,190,NA,59.22,NA,130,NA,40.52,NA,30,NA,9.35,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Lanarkshire,F60 - F69,140,NA,21.15,NA,90,NA,13.6,NA,10,NA,1.51,NA,Disorders of Adult Personality & Behaviour
2020,NHS Lanarkshire,F10 - F19,1970,NA,297.6,NA,860,NA,129.92,NA,10,NA,1.51,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Lanarkshire,F30 - F39,330,NA,49.85,NA,220,NA,33.23,NA,30,NA,4.53,NA,Mood Disorders
2020,NHS Lanarkshire,F40 - F49,390,NA,58.92,NA,300,NA,45.32,NA,10,NA,1.51,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Lanarkshire,F00 - F09 or Chapter G and second position F00,1750,NA,264.37,NA,680,NA,102.73,NA,40,NA,6.04,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Lanarkshire,"F50 - F59, F70 - F99",40,NA,6.04,NA,30,NA,4.53,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Lanarkshire,F20 - F29,440,NA,66.47,NA,260,NA,39.28,NA,50,NA,7.55,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Lothian,F60 - F69,280,NA,30.69,NA,170,NA,18.63,NA,10,NA,1.1,NA,Disorders of Adult Personality & Behaviour
2020,NHS Lothian,F10 - F19,1620,NA,177.54,NA,940,NA,103.01,NA,20,NA,2.19,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Lothian,F30 - F39,970,NA,106.3,NA,570,NA,62.47,NA,70,NA,7.67,NA,Mood Disorders
2020,NHS Lothian,F40 - F49,480,NA,52.6,NA,340,NA,37.26,NA,10,NA,1.1,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Lothian,F00 - F09 or Chapter G and second position F00,3000,NA,328.77,NA,1220,NA,133.7,NA,120,NA,13.15,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Lothian,"F50 - F59, F70 - F99",280,NA,30.69,NA,170,NA,18.63,NA,30,NA,3.29,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Lothian,F20 - F29,980,NA,107.4,NA,580,NA,63.56,NA,150,NA,16.44,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Orkney,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2020,NHS Orkney,F10 - F19,40,NA,178.57,NA,20,NA,89.29,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Orkney,F30 - F39,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Mood Disorders
2020,NHS Orkney,F40 - F49,10,NA,44.64,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Orkney,F00 - F09 or Chapter G and second position F00,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Orkney,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Orkney,F20 - F29,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Shetland,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2020,NHS Shetland,F10 - F19,30,NA,131.18,NA,30,NA,131.18,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Shetland,F30 - F39,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Mood Disorders
2020,NHS Shetland,F40 - F49,10,NA,43.73,NA,10,NA,43.73,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Shetland,F00 - F09 or Chapter G and second position F00,20,NA,87.45,NA,10,NA,43.73,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Shetland,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Shetland,F20 - F29,10,NA,43.73,NA,10,NA,43.73,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Tayside,F60 - F69,230,NA,55.22,NA,130,NA,31.21,NA,10,NA,2.4,NA,Disorders of Adult Personality & Behaviour
2020,NHS Tayside,F10 - F19,1150,NA,276.08,NA,720,NA,172.85,NA,20,NA,4.8,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Tayside,F30 - F39,320,NA,76.82,NA,240,NA,57.62,NA,30,NA,7.2,NA,Mood Disorders
2020,NHS Tayside,F40 - F49,240,NA,57.62,NA,200,NA,48.01,NA,10,NA,2.4,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Tayside,F00 - F09 or Chapter G and second position F00,910,NA,218.46,NA,480,NA,115.23,NA,50,NA,12,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Tayside,"F50 - F59, F70 - F99",100,NA,24.01,NA,90,NA,21.61,NA,10,NA,2.4,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Tayside,F20 - F29,320,NA,76.82,NA,230,NA,55.22,NA,60,NA,14.4,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,NHS Western Isles,F60 - F69,10,NA,37.74,NA,0,NA,0,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2020,NHS Western Isles,F10 - F19,50,NA,188.68,NA,30,NA,113.21,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,NHS Western Isles,F30 - F39,30,NA,113.21,NA,20,NA,75.47,NA,0,NA,0,NA,Mood Disorders
2020,NHS Western Isles,F40 - F49,10,NA,37.74,NA,10,NA,37.74,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2020,NHS Western Isles,F00 - F09 or Chapter G and second position F00,10,NA,37.74,NA,10,NA,37.74,NA,0,NA,0,NA,"Organic, Including Symptomatic Mental Disorders"
2020,NHS Western Isles,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2020,NHS Western Isles,F20 - F29,20,NA,75.47,NA,20,NA,75.47,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2020,State Hospitals Board for Scotland,F60 - F69,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Disorders of Adult Personality & Behaviour
2020,State Hospitals Board for Scotland,F10 - F19,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2020,State Hospitals Board for Scotland,F30 - F39,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mood Disorders
2020,State Hospitals Board for Scotland,F40 - F49,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2020,State Hospitals Board for Scotland,F00 - F09 or Chapter G and second position F00,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Organic, Including Symptomatic Mental Disorders"
2020,State Hospitals Board for Scotland,"F50 - F59, F70 - F99",0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2020,State Hospitals Board for Scotland,F20 - F29,70,NA,NA,:,50,NA,NA,:,20,NA,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Ayrshire and Arran,F60 - F69,60,NA,16.27,NA,40,NA,10.85,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2021,NHS Ayrshire and Arran,F10 - F19,1020,NA,276.66,NA,570,NA,154.6,NA,10,NA,2.71,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Ayrshire and Arran,F30 - F39,180,NA,48.82,NA,140,NA,37.97,NA,20,NA,5.42,NA,Mood Disorders
2021,NHS Ayrshire and Arran,F40 - F49,110,NA,29.84,NA,90,NA,24.41,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,530,NA,143.75,NA,340,NA,92.22,NA,20,NA,5.42,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",40,NA,10.85,NA,40,NA,10.85,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Ayrshire and Arran,F20 - F29,220,NA,59.67,NA,160,NA,43.4,NA,40,NA,10.85,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Borders,F60 - F69,50,NA,43.1,NA,30,NA,25.86,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2021,NHS Borders,F10 - F19,140,NA,120.67,NA,80,NA,68.95,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Borders,F30 - F39,80,NA,68.95,NA,50,NA,43.1,NA,0,NA,0,NA,Mood Disorders
2021,NHS Borders,F40 - F49,60,NA,51.72,NA,40,NA,34.48,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Borders,F00 - F09 or Chapter G and second position F00,290,NA,249.96,NA,110,NA,94.81,NA,10,NA,8.62,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Borders,"F50 - F59, F70 - F99",20,NA,17.24,NA,20,NA,17.24,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Borders,F20 - F29,130,NA,112.05,NA,70,NA,60.33,NA,10,NA,8.62,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Dumfries and Galloway,F60 - F69,110,NA,73.93,NA,50,NA,33.6,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2021,NHS Dumfries and Galloway,F10 - F19,310,NA,208.35,NA,170,NA,114.25,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Dumfries and Galloway,F30 - F39,300,NA,201.63,NA,90,NA,60.49,NA,10,NA,6.72,NA,Mood Disorders
2021,NHS Dumfries and Galloway,F40 - F49,70,NA,47.05,NA,50,NA,33.6,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,250,NA,168.02,NA,140,NA,94.09,NA,10,NA,6.72,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",60,NA,40.33,NA,30,NA,20.16,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Dumfries and Galloway,F20 - F29,180,NA,120.98,NA,70,NA,47.05,NA,10,NA,6.72,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Fife,F60 - F69,160,NA,42.7,NA,100,NA,26.69,NA,10,NA,2.67,NA,Disorders of Adult Personality & Behaviour
2021,NHS Fife,F10 - F19,870,NA,232.17,NA,430,NA,114.75,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Fife,F30 - F39,290,NA,77.39,NA,200,NA,53.37,NA,20,NA,5.34,NA,Mood Disorders
2021,NHS Fife,F40 - F49,250,NA,66.71,NA,200,NA,53.37,NA,10,NA,2.67,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Fife,F00 - F09 or Chapter G and second position F00,1330,NA,354.92,NA,660,NA,176.13,NA,50,NA,13.34,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Fife,"F50 - F59, F70 - F99",60,NA,16.01,NA,40,NA,10.67,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Fife,F20 - F29,380,NA,101.41,NA,210,NA,56.04,NA,30,NA,8.01,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Forth Valley,F60 - F69,80,NA,26.17,NA,40,NA,13.08,NA,10,NA,3.27,NA,Disorders of Adult Personality & Behaviour
2021,NHS Forth Valley,F10 - F19,870,NA,284.58,NA,340,NA,111.22,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Forth Valley,F30 - F39,160,NA,52.34,NA,100,NA,32.71,NA,10,NA,3.27,NA,Mood Disorders
2021,NHS Forth Valley,F40 - F49,180,NA,58.88,NA,110,NA,35.98,NA,10,NA,3.27,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,1420,NA,464.49,NA,380,NA,124.3,NA,40,NA,13.08,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Forth Valley,"F50 - F59, F70 - F99",30,NA,9.81,NA,20,NA,6.54,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Forth Valley,F20 - F29,310,NA,101.4,NA,160,NA,52.34,NA,20,NA,6.54,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Grampian,F60 - F69,200,NA,34.1,NA,140,NA,23.87,NA,10,NA,1.7,NA,Disorders of Adult Personality & Behaviour
2021,NHS Grampian,F10 - F19,830,NA,141.51,NA,550,NA,93.77,NA,10,NA,1.7,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Grampian,F30 - F39,470,NA,80.13,NA,320,NA,54.56,NA,40,NA,6.82,NA,Mood Disorders
2021,NHS Grampian,F40 - F49,170,NA,28.98,NA,160,NA,27.28,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Grampian,F00 - F09 or Chapter G and second position F00,1020,NA,173.9,NA,660,NA,112.53,NA,50,NA,8.52,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Grampian,"F50 - F59, F70 - F99",90,NA,15.34,NA,70,NA,11.93,NA,10,NA,1.7,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Grampian,F20 - F29,440,NA,75.02,NA,290,NA,49.44,NA,40,NA,6.82,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Greater Glasgow and Clyde,F60 - F69,660,NA,55.69,NA,290,NA,24.47,NA,30,NA,2.53,NA,Disorders of Adult Personality & Behaviour
2021,NHS Greater Glasgow and Clyde,F10 - F19,7500,NA,632.89,NA,2750,NA,232.06,NA,30,NA,2.53,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Greater Glasgow and Clyde,F30 - F39,1190,NA,100.42,NA,750,NA,63.29,NA,120,NA,10.13,NA,Mood Disorders
2021,NHS Greater Glasgow and Clyde,F40 - F49,470,NA,39.66,NA,320,NA,27,NA,10,NA,0.84,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,3860,NA,325.73,NA,1300,NA,109.7,NA,100,NA,8.44,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",320,NA,27,NA,200,NA,16.88,NA,30,NA,2.53,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Greater Glasgow and Clyde,F20 - F29,1670,NA,140.92,NA,940,NA,79.32,NA,170,NA,14.35,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Highland,F60 - F69,40,NA,12.34,NA,30,NA,9.25,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2021,NHS Highland,F10 - F19,670,NA,206.61,NA,340,NA,104.85,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Highland,F30 - F39,150,NA,46.26,NA,120,NA,37.01,NA,10,NA,3.08,NA,Mood Disorders
2021,NHS Highland,F40 - F49,120,NA,37.01,NA,90,NA,27.75,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Highland,F00 - F09 or Chapter G and second position F00,540,NA,166.52,NA,270,NA,83.26,NA,10,NA,3.08,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Highland,"F50 - F59, F70 - F99",80,NA,24.67,NA,40,NA,12.34,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Highland,F20 - F29,190,NA,58.59,NA,140,NA,43.17,NA,20,NA,6.17,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Lanarkshire,F60 - F69,150,NA,22.59,NA,100,NA,15.06,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2021,NHS Lanarkshire,F10 - F19,2010,NA,302.7,NA,820,NA,123.49,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Lanarkshire,F30 - F39,340,NA,51.2,NA,220,NA,33.13,NA,30,NA,4.52,NA,Mood Disorders
2021,NHS Lanarkshire,F40 - F49,300,NA,45.18,NA,220,NA,33.13,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Lanarkshire,F00 - F09 or Chapter G and second position F00,2060,NA,310.23,NA,780,NA,117.46,NA,30,NA,4.52,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Lanarkshire,"F50 - F59, F70 - F99",80,NA,12.05,NA,50,NA,7.53,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Lanarkshire,F20 - F29,400,NA,60.24,NA,260,NA,39.15,NA,40,NA,6.02,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Lothian,F60 - F69,280,NA,30.56,NA,170,NA,18.55,NA,10,NA,1.09,NA,Disorders of Adult Personality & Behaviour
2021,NHS Lothian,F10 - F19,1450,NA,158.24,NA,820,NA,89.49,NA,20,NA,2.18,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Lothian,F30 - F39,1020,NA,111.32,NA,560,NA,61.11,NA,70,NA,7.64,NA,Mood Disorders
2021,NHS Lothian,F40 - F49,510,NA,55.66,NA,330,NA,36.01,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Lothian,F00 - F09 or Chapter G and second position F00,3460,NA,377.6,NA,1300,NA,141.87,NA,80,NA,8.73,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Lothian,"F50 - F59, F70 - F99",250,NA,27.28,NA,150,NA,16.37,NA,30,NA,3.27,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Lothian,F20 - F29,940,NA,102.59,NA,590,NA,64.39,NA,100,NA,10.91,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Orkney,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2021,NHS Orkney,F10 - F19,30,NA,133.1,NA,30,NA,133.1,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Orkney,F30 - F39,10,NA,44.37,NA,0,NA,0,NA,NA,:,NA,:,Mood Disorders
2021,NHS Orkney,F40 - F49,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Orkney,F00 - F09 or Chapter G and second position F00,10,NA,44.37,NA,10,NA,44.37,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Orkney,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Orkney,F20 - F29,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Shetland,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
2021,NHS Shetland,F10 - F19,30,NA,130.78,NA,30,NA,130.78,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Shetland,F30 - F39,10,NA,43.59,NA,10,NA,43.59,NA,NA,:,NA,:,Mood Disorders
2021,NHS Shetland,F40 - F49,10,NA,43.59,NA,10,NA,43.59,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Shetland,F00 - F09 or Chapter G and second position F00,10,NA,43.59,NA,10,NA,43.59,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Shetland,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Shetland,F20 - F29,10,NA,43.59,NA,10,NA,43.59,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Tayside,F60 - F69,180,NA,43.1,NA,110,NA,26.34,NA,10,NA,2.39,NA,Disorders of Adult Personality & Behaviour
2021,NHS Tayside,F10 - F19,1320,NA,316.05,NA,840,NA,201.13,NA,10,NA,2.39,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Tayside,F30 - F39,330,NA,79.01,NA,250,NA,59.86,NA,40,NA,9.58,NA,Mood Disorders
2021,NHS Tayside,F40 - F49,260,NA,62.25,NA,230,NA,55.07,NA,10,NA,2.39,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Tayside,F00 - F09 or Chapter G and second position F00,1010,NA,241.83,NA,540,NA,129.29,NA,40,NA,9.58,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Tayside,"F50 - F59, F70 - F99",80,NA,19.15,NA,70,NA,16.76,NA,10,NA,2.39,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Tayside,F20 - F29,320,NA,76.62,NA,240,NA,57.46,NA,40,NA,9.58,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
2021,NHS Western Isles,F60 - F69,10,NA,37.54,NA,10,NA,37.54,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
2021,NHS Western Isles,F10 - F19,70,NA,262.76,NA,40,NA,150.15,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
2021,NHS Western Isles,F30 - F39,30,NA,112.61,NA,20,NA,75.08,NA,0,NA,0,NA,Mood Disorders
2021,NHS Western Isles,F40 - F49,10,NA,37.54,NA,10,NA,37.54,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
2021,NHS Western Isles,F00 - F09 or Chapter G and second position F00,20,NA,75.08,NA,10,NA,37.54,NA,0,NA,0,NA,"Organic, Including Symptomatic Mental Disorders"
2021,NHS Western Isles,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,NHS Western Isles,F20 - F29,20,NA,75.08,NA,10,NA,37.54,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
